name,meeting_date,calendar_link,meeting_time,meeting_location,meeting_details,agenda,minutes,video,eComment
"Finance & Management Committee", "10/27/2015", "https://oakland.legistar.com/View.ashx?M=IC&ID=438183&GUID=870CC6B8-C33D-4CC6-90DE-EB25690D1AF2", "9:30 AM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=438183&GUID=870CC6B8-C33D-4CC6-90DE-EB25690D1AF2&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=438183&GUID=870CC6B8-C33D-4CC6-90DE-EB25690D1AF2", "https://oakland.legistar.com/View.ashx?M=M&ID=438183&GUID=870CC6B8-C33D-4CC6-90DE-EB25690D1AF2", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=1861&Mode2=Video", "None"
"Rules & Legislation Committee", "10/22/2015", "https://oakland.legistar.com/View.ashx?M=IC&ID=436954&GUID=61BBC338-43D4-4F37-92D1-D7D08E12D190", "10:45 AM", "Hearing Room 1, 1st Floor ** PLEASE NOTE CHANGE IN LOCATION **", "https://oakland.legistar.com/MeetingDetail.aspx?ID=436954&GUID=61BBC338-43D4-4F37-92D1-D7D08E12D190&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=436954&GUID=61BBC338-43D4-4F37-92D1-D7D08E12D190", "https://oakland.legistar.com/View.ashx?M=M&ID=436954&GUID=61BBC338-43D4-4F37-92D1-D7D08E12D190", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=1859&Mode2=Video", "None"
" Concurrent Meeting of the Oakland Redevelopment Successor Agency and the City Council", "10/20/2015", "https://oakland.legistar.com/View.ashx?M=IC&ID=436953&GUID=462313D9-AC30-44DA-AB71-238755E255FB", "5:30 PM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=436953&GUID=462313D9-AC30-44DA-AB71-238755E255FB&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=436953&GUID=462313D9-AC30-44DA-AB71-238755E255FB", "https://oakland.legistar.com/View.ashx?M=M&ID=436953&GUID=462313D9-AC30-44DA-AB71-238755E255FB", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=1857&Mode2=Video", "None"
"Rules & Legislation Committee", "10/15/2015", "https://oakland.legistar.com/View.ashx?M=IC&ID=435854&GUID=23548DD1-8F78-4889-8BDA-AB8CD16A337A", "10:45 AM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=435854&GUID=23548DD1-8F78-4889-8BDA-AB8CD16A337A&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=435854&GUID=23548DD1-8F78-4889-8BDA-AB8CD16A337A", "https://oakland.legistar.com/View.ashx?M=M&ID=435854&GUID=23548DD1-8F78-4889-8BDA-AB8CD16A337A", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=1855&Mode2=Video", "None"
"Public Safety Committee", "10/13/2015", "https://oakland.legistar.com/View.ashx?M=IC&ID=435853&GUID=5A32B15E-F5DE-4894-94CF-07A5B51BAED6", "6:00 PM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=435853&GUID=5A32B15E-F5DE-4894-94CF-07A5B51BAED6&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=435853&GUID=5A32B15E-F5DE-4894-94CF-07A5B51BAED6", "https://oakland.legistar.com/View.ashx?M=M&ID=435853&GUID=5A32B15E-F5DE-4894-94CF-07A5B51BAED6", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=1854&Mode2=Video", "None"
"Life Enrichment Committee", "10/13/2015", "https://oakland.legistar.com/View.ashx?M=IC&ID=435852&GUID=4FA7E73C-EE75-4DAA-964A-A95F1FD20071", "4:00 PM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=435852&GUID=4FA7E73C-EE75-4DAA-964A-A95F1FD20071&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=435852&GUID=4FA7E73C-EE75-4DAA-964A-A95F1FD20071", "https://oakland.legistar.com/View.ashx?M=M&ID=435852&GUID=4FA7E73C-EE75-4DAA-964A-A95F1FD20071", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=1853&Mode2=Video", "None"
"Concurrent Meeting of the Oakland Redevelopment Successor Agency and the Community and Economic Development Committee", "10/13/2015", "https://oakland.legistar.com/View.ashx?M=IC&ID=435851&GUID=AE54B908-6FEC-47D3-8031-27E1B7F952E2", "1:30 PM", "Sgt. Mark Dunakin Room - Hearing Room 1", "https://oakland.legistar.com/MeetingDetail.aspx?ID=435851&GUID=AE54B908-6FEC-47D3-8031-27E1B7F952E2&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=435851&GUID=AE54B908-6FEC-47D3-8031-27E1B7F952E2", "https://oakland.legistar.com/View.ashx?M=M&ID=435851&GUID=AE54B908-6FEC-47D3-8031-27E1B7F952E2", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=1852&Mode2=Video", "None"
"Public Works Committee", "10/13/2015", "https://oakland.legistar.com/View.ashx?M=IC&ID=435850&GUID=9E44B610-0578-4857-91A3-86C1E6391A68", "11:30 AM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=435850&GUID=9E44B610-0578-4857-91A3-86C1E6391A68&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=435850&GUID=9E44B610-0578-4857-91A3-86C1E6391A68", "https://oakland.legistar.com/View.ashx?M=M&ID=435850&GUID=9E44B610-0578-4857-91A3-86C1E6391A68", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=1851&Mode2=Video", "None"
"Finance & Management Committee", "10/13/2015", "https://oakland.legistar.com/View.ashx?M=IC&ID=435849&GUID=5EB3DF9C-16DF-45F5-B996-0CBC7423BAEF", "9:30 AM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=435849&GUID=5EB3DF9C-16DF-45F5-B996-0CBC7423BAEF&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=435849&GUID=5EB3DF9C-16DF-45F5-B996-0CBC7423BAEF", "https://oakland.legistar.com/View.ashx?M=M&ID=435849&GUID=5EB3DF9C-16DF-45F5-B996-0CBC7423BAEF", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=1850&Mode2=Video", "None"
"Rules & Legislation Committee", "10/8/2015", "https://oakland.legistar.com/View.ashx?M=IC&ID=435058&GUID=773F1B20-9D6E-429D-B7DF-2570E5E17636", "10:45 AM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=435058&GUID=773F1B20-9D6E-429D-B7DF-2570E5E17636&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=435058&GUID=773F1B20-9D6E-429D-B7DF-2570E5E17636", "https://oakland.legistar.com/View.ashx?M=M&ID=435058&GUID=773F1B20-9D6E-429D-B7DF-2570E5E17636", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=1849&Mode2=Video", "None"
" Concurrent Meeting of the Oakland Redevelopment Successor Agency and the City Council", "10/6/2015", "https://oakland.legistar.com/View.ashx?M=IC&ID=435019&GUID=73D014B9-6ECA-47BF-A676-DDCFBB626578", "5:30 PM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=435019&GUID=73D014B9-6ECA-47BF-A676-DDCFBB626578&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=435019&GUID=73D014B9-6ECA-47BF-A676-DDCFBB626578", "https://oakland.legistar.com/View.ashx?M=M&ID=435019&GUID=73D014B9-6ECA-47BF-A676-DDCFBB626578", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=1846&Mode2=Video", "None"
"Rules & Legislation Committee", "10/1/2015", "https://oakland.legistar.com/View.ashx?M=IC&ID=434360&GUID=0CD5D818-09E5-4AAF-995C-6308138B23A8", "10:45 AM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=434360&GUID=0CD5D818-09E5-4AAF-995C-6308138B23A8&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=434360&GUID=0CD5D818-09E5-4AAF-995C-6308138B23A8", "https://oakland.legistar.com/View.ashx?M=M&ID=434360&GUID=0CD5D818-09E5-4AAF-995C-6308138B23A8", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=1845&Mode2=Video", "None"
"Special Concurrent Meeting of the Oakland Redevelopment Successor Agency/City Council", "9/30/2015", "https://oakland.legistar.com/View.ashx?M=IC&ID=434494&GUID=47FB844A-9842-4DE3-A97E-9F9366C79F06", "6:00 PM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=434494&GUID=47FB844A-9842-4DE3-A97E-9F9366C79F06&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=434494&GUID=47FB844A-9842-4DE3-A97E-9F9366C79F06", "https://oakland.legistar.com/View.ashx?M=M&ID=434494&GUID=47FB844A-9842-4DE3-A97E-9F9366C79F06", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=1844&Mode2=Video", "None"
"Public Safety Committee - CANCELLED", "9/29/2015", "https://oakland.legistar.com/View.ashx?M=IC&ID=435643&GUID=85073135-D306-4034-A9D7-9D361D82D66E", "6:00 PM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=435643&GUID=85073135-D306-4034-A9D7-9D361D82D66E&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=435643&GUID=85073135-D306-4034-A9D7-9D361D82D66E", "None", "None", "None"
"Special Concurrent Meeting of the Oakland Redevelopment Successor Agency/City Council", "9/29/2015", "https://oakland.legistar.com/View.ashx?M=IC&ID=435653&GUID=2E6811E6-D620-47DD-9C00-94EBEC9057EF", "6:00 PM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=435653&GUID=2E6811E6-D620-47DD-9C00-94EBEC9057EF&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=435653&GUID=2E6811E6-D620-47DD-9C00-94EBEC9057EF", "https://oakland.legistar.com/View.ashx?M=M&ID=435653&GUID=2E6811E6-D620-47DD-9C00-94EBEC9057EF", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=1843&Mode2=Video", "None"
"Special Life Enrichment Committee", "9/29/2015", "https://oakland.legistar.com/View.ashx?M=IC&ID=434358&GUID=680D4034-BEF5-48F3-BCB4-84885540FB68", "4:00 PM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=434358&GUID=680D4034-BEF5-48F3-BCB4-84885540FB68&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=434358&GUID=680D4034-BEF5-48F3-BCB4-84885540FB68", "https://oakland.legistar.com/View.ashx?M=M&ID=434358&GUID=680D4034-BEF5-48F3-BCB4-84885540FB68", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=1842&Mode2=Video", "None"
" Special Concurrent Meeting of the Oakland Redevelopment Successor Agency and Community & Economic Development Committee", "9/29/2015", "https://oakland.legistar.com/View.ashx?M=IC&ID=434352&GUID=51E634F7-10A6-4411-BD17-BC0B948379AB", "1:30 PM", "Sgt. Mark Dunakin Room - Hearing Room 1 THIS MEETING HAS BEEN CANCELLED DUE TO A LACK OF QUORUM.", "https://oakland.legistar.com/MeetingDetail.aspx?ID=434352&GUID=51E634F7-10A6-4411-BD17-BC0B948379AB&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=434352&GUID=51E634F7-10A6-4411-BD17-BC0B948379AB", "https://oakland.legistar.com/View.ashx?M=M&ID=434352&GUID=51E634F7-10A6-4411-BD17-BC0B948379AB", "None", "None"
"Special Public Works Committee", "9/29/2015", "https://oakland.legistar.com/View.ashx?M=IC&ID=434351&GUID=FD90F415-AE6F-45D9-9DB7-DBBC97918FDE", "11:30 AM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=434351&GUID=FD90F415-AE6F-45D9-9DB7-DBBC97918FDE&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=434351&GUID=FD90F415-AE6F-45D9-9DB7-DBBC97918FDE", "https://oakland.legistar.com/View.ashx?M=M&ID=434351&GUID=FD90F415-AE6F-45D9-9DB7-DBBC97918FDE", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=1841&Mode2=Video", "None"
"Special Finance & Management Committee", "9/29/2015", "https://oakland.legistar.com/View.ashx?M=IC&ID=434350&GUID=F64AE436-1D01-4EDF-907C-AD10A07B8F23", "9:30 AM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=434350&GUID=F64AE436-1D01-4EDF-907C-AD10A07B8F23&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=434350&GUID=F64AE436-1D01-4EDF-907C-AD10A07B8F23", "https://oakland.legistar.com/View.ashx?M=M&ID=434350&GUID=F64AE436-1D01-4EDF-907C-AD10A07B8F23", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=1840&Mode2=Video", "None"
"Rules & Legislation Committee", "9/24/2015", "https://oakland.legistar.com/View.ashx?M=IC&ID=434021&GUID=F96596BA-D92E-42A4-B684-F7CCABB7F500", "10:45 AM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=434021&GUID=F96596BA-D92E-42A4-B684-F7CCABB7F500&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=434021&GUID=F96596BA-D92E-42A4-B684-F7CCABB7F500", "https://oakland.legistar.com/View.ashx?M=M&ID=434021&GUID=F96596BA-D92E-42A4-B684-F7CCABB7F500", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=1838&Mode2=Video", "None"
" Special Meeting of the Oakland City Council - CANCELLED", "9/22/2015", "https://oakland.legistar.com/View.ashx?M=IC&ID=434020&GUID=40A48C71-8F7A-4A30-9B5D-0718E33B9810", "5:30 PM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=434020&GUID=40A48C71-8F7A-4A30-9B5D-0718E33B9810&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=434020&GUID=40A48C71-8F7A-4A30-9B5D-0718E33B9810", "None", "None", "None"
"Special Concurrent Meeting of the Oakland Redevelopment Successor Agency/City Council", "9/21/2015", "https://oakland.legistar.com/View.ashx?M=IC&ID=434019&GUID=8C6DEBA2-0CFE-46C5-9481-7F6AA7FE719A", "4:00 PM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=434019&GUID=8C6DEBA2-0CFE-46C5-9481-7F6AA7FE719A&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=434019&GUID=8C6DEBA2-0CFE-46C5-9481-7F6AA7FE719A", "https://oakland.legistar.com/View.ashx?M=M&ID=434019&GUID=8C6DEBA2-0CFE-46C5-9481-7F6AA7FE719A", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=1837&Mode2=Video", "None"
"Rules & Legislation Committee", "9/17/2015", "https://oakland.legistar.com/View.ashx?M=IC&ID=431583&GUID=0F27207D-6565-4822-8CA9-BDE8E6FC19BC", "10:45 AM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=431583&GUID=0F27207D-6565-4822-8CA9-BDE8E6FC19BC&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=431583&GUID=0F27207D-6565-4822-8CA9-BDE8E6FC19BC", "https://oakland.legistar.com/View.ashx?M=M&ID=431583&GUID=0F27207D-6565-4822-8CA9-BDE8E6FC19BC", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=1836&Mode2=Video", "None"
"Special Public Safety Committee", "9/15/2015", "https://oakland.legistar.com/View.ashx?M=IC&ID=433040&GUID=4B8476DB-D3CA-459E-BF64-3FEFB4792B95", "6:00 PM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=433040&GUID=4B8476DB-D3CA-459E-BF64-3FEFB4792B95&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=433040&GUID=4B8476DB-D3CA-459E-BF64-3FEFB4792B95", "https://oakland.legistar.com/View.ashx?M=M&ID=433040&GUID=4B8476DB-D3CA-459E-BF64-3FEFB4792B95", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=1834&Mode2=Video", "None"
"Special Education Partnership Committee", "9/15/2015", "https://oakland.legistar.com/View.ashx?M=IC&ID=433039&GUID=6D398ED8-14DD-4AD2-9780-9012E506F58A", "4:00 PM", "Council Chamber - 3rd Floor *** PLEASE NOTE CHANGE IN LOCATION ***", "https://oakland.legistar.com/MeetingDetail.aspx?ID=433039&GUID=6D398ED8-14DD-4AD2-9780-9012E506F58A&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=433039&GUID=6D398ED8-14DD-4AD2-9780-9012E506F58A", "https://oakland.legistar.com/View.ashx?M=M&ID=433039&GUID=6D398ED8-14DD-4AD2-9780-9012E506F58A", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=1833&Mode2=Video", "None"
" Special Concurrent Meeting of the Oakland Redevelopment Successor Agency and Community & Economic Development Committee", "9/15/2015", "https://oakland.legistar.com/View.ashx?M=IC&ID=433035&GUID=6FFBEDFC-A0E0-410B-8797-56A4BD78525B", "1:30 PM", "Sgt. Mark Dunakin Room - Hearing Room 1", "https://oakland.legistar.com/MeetingDetail.aspx?ID=433035&GUID=6FFBEDFC-A0E0-410B-8797-56A4BD78525B&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=433035&GUID=6FFBEDFC-A0E0-410B-8797-56A4BD78525B", "https://oakland.legistar.com/View.ashx?M=M&ID=433035&GUID=6FFBEDFC-A0E0-410B-8797-56A4BD78525B", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=1832&Mode2=Video", "None"
"Special Public Works Committee", "9/15/2015", "https://oakland.legistar.com/View.ashx?M=IC&ID=433030&GUID=F64433A1-4D74-4A8B-974B-CFE3582CB1BE", "11:30 AM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=433030&GUID=F64433A1-4D74-4A8B-974B-CFE3582CB1BE&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=433030&GUID=F64433A1-4D74-4A8B-974B-CFE3582CB1BE", "https://oakland.legistar.com/View.ashx?M=M&ID=433030&GUID=F64433A1-4D74-4A8B-974B-CFE3582CB1BE", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=1831&Mode2=Video", "None"
"Special Finance & Management Committee", "9/15/2015", "https://oakland.legistar.com/View.ashx?M=IC&ID=433029&GUID=DE5BA69A-40A6-44CD-9E2B-BAF1C54A81FC", "9:30 AM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=433029&GUID=DE5BA69A-40A6-44CD-9E2B-BAF1C54A81FC&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=433029&GUID=DE5BA69A-40A6-44CD-9E2B-BAF1C54A81FC", "https://oakland.legistar.com/View.ashx?M=M&ID=433029&GUID=DE5BA69A-40A6-44CD-9E2B-BAF1C54A81FC", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=1830&Mode2=Video", "None"
"Rules and Legislation Committee - CANCELLED", "9/10/2015", "https://oakland.legistar.com/View.ashx?M=IC&ID=431584&GUID=EEF98F88-1E27-4EBB-B0A3-04685BCD0B50", "10:45 AM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=431584&GUID=EEF98F88-1E27-4EBB-B0A3-04685BCD0B50&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=431584&GUID=EEF98F88-1E27-4EBB-B0A3-04685BCD0B50", "None", "None", "None"
"Special Concurrent Meeting of the Oakland Redevelopment Successor Agency/City Council", "9/8/2015", "https://oakland.legistar.com/View.ashx?M=IC&ID=431458&GUID=2415891D-8494-4059-B30D-996E64111C28", "5:30 PM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=431458&GUID=2415891D-8494-4059-B30D-996E64111C28&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=431458&GUID=2415891D-8494-4059-B30D-996E64111C28", "https://oakland.legistar.com/View.ashx?M=M&ID=431458&GUID=2415891D-8494-4059-B30D-996E64111C28", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=1828&Mode2=Video", "None"
"Office of the Mayor Annual Recess Agenda", "8/25/2015", "https://oakland.legistar.com/View.ashx?M=IC&ID=419889&GUID=60ABC462-E45C-4C93-87CF-1EF2B5C28712", "8:30 AM", "Oakland City Hall - 3rd Floor THIS IS NOT AN ACTUAL MEETING OF THE OAKLAND CITY COUNCIL. THIS AGENDA SERVES AS NOTICE OF ACTIONS TAKEN WITHIN THE MAYOR'S AUTHORITY DURING THE AUGUST RECESS PERIOD.", "https://oakland.legistar.com/MeetingDetail.aspx?ID=419889&GUID=60ABC462-E45C-4C93-87CF-1EF2B5C28712&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=419889&GUID=60ABC462-E45C-4C93-87CF-1EF2B5C28712", "None", "None", "None"
"Office of the Mayor Annual Recess Agenda", "8/18/2015", "https://oakland.legistar.com/View.ashx?M=IC&ID=419354&GUID=38B79657-CC85-4814-AD42-6705423E651B", "8:30 AM", "Oakland City Hall - 3rd Floor THIS IS NOT AN ACTUAL MEETING OF THE OAKLAND CITY COUNCIL. THIS AGENDA SERVES AS NOTICE OF ACTIONS TAKEN WITHIN THE MAYOR'S AUTHORITY DURING THE AUGUST RECESS PERIOD.", "https://oakland.legistar.com/MeetingDetail.aspx?ID=419354&GUID=38B79657-CC85-4814-AD42-6705423E651B&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=419354&GUID=38B79657-CC85-4814-AD42-6705423E651B", "None", "None", "None"
"Special Concurrent Meeting of the Oakland Redevelopment Successor Agency/City Council", "7/30/2015", "https://oakland.legistar.com/View.ashx?M=IC&ID=416286&GUID=BA09074E-4F4D-4622-8E6F-7A88FB3264E8", "1:00 PM", "City Council Chamber, 3rd Floor Vice Mayor Kaplan will participate in this meeting via teleconference from the following location: JW Marriott Washington DC, 1331 Pennsylvania Avenue NW, Washington DC, 20004-1710, Room: Longworth Meeting Room", "https://oakland.legistar.com/MeetingDetail.aspx?ID=416286&GUID=BA09074E-4F4D-4622-8E6F-7A88FB3264E8&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=416286&GUID=BA09074E-4F4D-4622-8E6F-7A88FB3264E8", "https://oakland.legistar.com/View.ashx?M=M&ID=416286&GUID=BA09074E-4F4D-4622-8E6F-7A88FB3264E8", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=1823&Mode2=Video", "None"
"Special Rules and Legislation Committee", "7/30/2015", "https://oakland.legistar.com/View.ashx?M=IC&ID=414638&GUID=E256D52E-B8FF-4BA3-A7F5-56FC62E7C2F3", "10:30 AM", "City Council Chamber, 3rd Floor *** PLEASE NOTE CHANGE IN TIME ***", "https://oakland.legistar.com/MeetingDetail.aspx?ID=414638&GUID=E256D52E-B8FF-4BA3-A7F5-56FC62E7C2F3&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=414638&GUID=E256D52E-B8FF-4BA3-A7F5-56FC62E7C2F3", "https://oakland.legistar.com/View.ashx?M=M&ID=414638&GUID=E256D52E-B8FF-4BA3-A7F5-56FC62E7C2F3", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=1822&Mode2=Video", "None"
"Special Public Safety Committee", "7/28/2015", "https://oakland.legistar.com/View.ashx?M=IC&ID=414637&GUID=8EA112DD-51D2-4437-8F2A-F2B1DD34B325", "5:00 PM", "Sgt. Mark Dunakin Room - 1st Floor *** PLEASE NOTE CHANGE IN TIME ***", "https://oakland.legistar.com/MeetingDetail.aspx?ID=414637&GUID=8EA112DD-51D2-4437-8F2A-F2B1DD34B325&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=414637&GUID=8EA112DD-51D2-4437-8F2A-F2B1DD34B325", "https://oakland.legistar.com/View.ashx?M=M&ID=414637&GUID=8EA112DD-51D2-4437-8F2A-F2B1DD34B325", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=1821&Mode2=Video", "None"
"Life Enrichment Committee", "7/28/2015", "https://oakland.legistar.com/View.ashx?M=IC&ID=414636&GUID=66EF095C-D6AB-48D5-8C62-DD0B5A0F7152", "4:00 PM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=414636&GUID=66EF095C-D6AB-48D5-8C62-DD0B5A0F7152&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=414636&GUID=66EF095C-D6AB-48D5-8C62-DD0B5A0F7152", "https://oakland.legistar.com/View.ashx?M=M&ID=414636&GUID=66EF095C-D6AB-48D5-8C62-DD0B5A0F7152", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=1820&Mode2=Video", "None"
"Community & Economic Development Committee", "7/28/2015", "https://oakland.legistar.com/View.ashx?M=IC&ID=414635&GUID=7273F711-D3F8-4CD7-9378-273E407E820D", "1:30 PM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=414635&GUID=7273F711-D3F8-4CD7-9378-273E407E820D&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=414635&GUID=7273F711-D3F8-4CD7-9378-273E407E820D", "https://oakland.legistar.com/View.ashx?M=M&ID=414635&GUID=7273F711-D3F8-4CD7-9378-273E407E820D", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=1819&Mode2=Video", "None"
"Public Works Committee", "7/28/2015", "https://oakland.legistar.com/View.ashx?M=IC&ID=414634&GUID=84B156BF-4388-4AC8-99C0-A8349029EF02", "11:30 AM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=414634&GUID=84B156BF-4388-4AC8-99C0-A8349029EF02&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=414634&GUID=84B156BF-4388-4AC8-99C0-A8349029EF02", "https://oakland.legistar.com/View.ashx?M=M&ID=414634&GUID=84B156BF-4388-4AC8-99C0-A8349029EF02", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=1818&Mode2=Video", "None"
"Finance and Management Committee - CANCELLED", "7/28/2015", "https://oakland.legistar.com/View.ashx?M=IC&ID=414633&GUID=47A561CC-E833-4A2D-805F-57AFA37F4294", "9:30 AM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=414633&GUID=47A561CC-E833-4A2D-805F-57AFA37F4294&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=414633&GUID=47A561CC-E833-4A2D-805F-57AFA37F4294", "None", "None", "None"
